Transcript_ID	Locus_ID	Description	RAP-DB Gene Symbol Synonym(s)	RAP-DB Gene Name Synonym(s)	CGSNL Gene Symbol	CGSNL Gene Name	Oryzabase Gene Symbol Synonym(s)	Oryzabase Gene Name Synonym(s)	GO	InterPro	Transcript evidence	ORF evidence	Curation Date	Literature PMID	FLcDNA clone ID	Oryzabase Trait Gene ID
Os07t0160100-03	Os07g0160100	Similar to MADS-box transcription factor.			YAB1	YABBY1	OsYAB1, FIL1, osFIL1	YABBY1 gene, YABBY 1, OsYABBY1, Os YABBY1, FILAMENTOUS FLOWER 1, Protein YABBY 1, Protein FILAMENTOUS FLOWER 1, FIL homolog 1	Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)	High mobility group, HMG1/HMG2 (IPR000910), YABBY protein (IPR006780), High mobility group, superfamily (IPR009071)	AK100222 (DDBJ, Best hit)	D3U2G4 (UniProt)			J023047G10	6310
Os07t0160300-01	Os07g0160300	Shikimate kinase domain containing protein.							Molecular Function: shikimate kinase activity (GO:0004765), Molecular Function: ATP binding (GO:0005524)	Shikimate kinase (IPR000623)	AK065685 (DDBJ, Best hit)	A2YID4 (UniProt)			J013040D10	
Os07t0160400-01	Os07g0160400	Glyoxalase/bleomycin resistance protein/dioxygenase domain containing protein.			GLYI9	GLYOXALASE I-9	OsGLYI9, OsGLYI9.1, OsGLYI9.2	glyoxalase I-9		Glyoxalase/fosfomycin resistance/dioxygenase (IPR004360)	AK120286 (DDBJ, Best hit)	B6TNF3 (UniProt)			J013050B15	9359
Os07t0160500-01	Os07g0160500	F-box domain, Skp2-like domain containing protein.					OsFbox342, Os_F0418	F-box protein 342		F-box domain, Skp2-like (IPR022364)	AK241756 (DDBJ, Best hit)	A2YID8 (UniProt)			J065204D07	17118
Os07t0160600-01	Os07g0160600	FAS1 domain domain containing protein.			FLA16	FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 16	OsFLA16	fasciclin-like AGP 16, fasciclin-like arabinogalactan protein 16		FAS1 domain (IPR000782)	AK065047 (DDBJ, Best hit), AK098844 (DDBJ, Best hit)	B6TRG3 (UniProt)			J013001I08, J013000B24	11351
Os07t0160800-00	Os07g0160800	Hypothetical protein.									tplb0029f18 (Wheat FLcDNA)	longestORF				
Os07t0161000-01	Os07g0161000	Tetratricopeptide-like helical domain containing protein.							Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515)	Tetratricopeptide TPR-1 (IPR001440), Tetratricopeptide-like helical (IPR011990), Tetratricopeptide repeat-containing (IPR013026), Tetratricopeptide repeat (IPR019734), Peptidyl-prolyl cis-trans isomerase, FKBP-type (IPR023566)	AK065877 (DDBJ, Best hit)	B8B7F4 (UniProt)			J013050G10	
Os07t0161000-02	Os07g0161000	Hypothetical conserved gene.									AK062039 (DDBJ, Best hit)	B8B7F4 (UniProt)			001-044-A01	
Os07t0161500-00	Os07g0161500	Similar to OO_Ba0005L10-OO_Ba0081K17.27 protein.					OsFbox343, Os_F0141	F-box protein 343		FBD (IPR013596)	AK375692 (DDBJ)	D0ABD8 (UniProt)				17119
Os07t0161600-01	Os07g0161600	Calcium-dependent protein kinase, Cold stress response	CDPK17, OsCPK17	CALCIUM-DEPENDENT PROTEIN KINASE 17, calcium-dependent protein kinase 17	CDPK17	CALCIUM-DEPENDENT PROTEIN KINASE 17	OsCDPK17, OsCPK17, CPK17, OsCPK17.1, OsCPK17.2, OsCPK17.3, OsCPK17.4, OsCPK17.5	calcium-dependent protein kinase	Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: calcium ion binding (GO:0005509), Molecular Function: ATP binding (GO:0005524)	Protein kinase-like domain (IPR011009), Protein kinase domain (IPR000719), EF-hand domain pair (IPR011992), EF-hand domain (IPR002048), Protein kinase, ATP binding site (IPR017441), Serine/threonine-protein kinase, active site (IPR008271), EF-Hand 1, calcium-binding site (IPR018247)	AK068414	Q7XIM0	June 6, 2017	28102545, 15695435	J013153A17	8068
Os07t0161650-00	Os07g0161650	Hypothetical protein.									tplb0047b17 (Wheat FLcDNA)	longestORF				
Os07t0161700-00	Os07g0161700	VQ domain containing protein.			VQ26	VQ MOTIF-CONTAINING PROTEIN 26	OsVQ26	VQ motif-containing protein 26, valine-glutamine protein 26		VQ (IPR008889)	AK330511 (DDBJ)	Q8H543 (UniProt)				13642
Os07t0162100-00	Os07g0162100	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal domain containing protein.							Biological Process: lipid metabolic process (GO:0006629), Cellular Component: cytoplasm (GO:0005737), Cellular Component: integral to membrane (GO:0016021), Molecular Function: oxidoreductase activity, acting on the CH-CH group of donors (GO:0016627)	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal (IPR001104)	FP094872 (DDBJ)	NP_001147692.1 (RefSeq)				
Os07t0162200-00	Os07g0162200	Protein of unknown function DUF593 domain containing protein.								Protein of unknown function DUF593 (IPR007656)	tplb0058k18 (Wheat FLcDNA)	Q8H538 (UniProt)				
Os07t0162300-01	Os07g0162300	Similar to RIO kinase.							Biological Process: protein phosphorylation (GO:0006468), Molecular Function: catalytic activity (GO:0003824), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)	RIO kinase (IPR000687), Protein kinase, catalytic domain (IPR000719), Protein kinase-like domain (IPR011009), Serine/threonine-protein kinase Rio1 (IPR017407), RIO-like kinase (IPR018934), RIO kinase, conserved site (IPR018935)	AK066456 (DDBJ, Best hit)	B9FVM0 (UniProt)			J013061L22	
Os07t0162400-01	Os07g0162400	Alpha/beta hydrolase fold-3 domain containing protein.					OsCDAP1, GID1L2	Cell death associated protein 1	Biological Process: metabolic process (GO:0008152), Molecular Function: hydrolase activity (GO:0016787)	Lipase, GDXG, active site (IPR002168), Alpha/beta hydrolase fold-3 (IPR013094)	AK060082 (DDBJ, Best hit)	A2YIF2 (UniProt)			006-306-D11	14743
Os07t0162450-01	Os07g0162450	Protein of unknown function DUF3778 domain containing protein.								Protein of unknown function DUF3778 (IPR022256)	AK240998 (DDBJ, Best hit)	NP_001175064.1 (RefSeq)			J065053B15	22566
Os07t0162500-02	Os07g0162500	Alpha/beta hydrolase fold-3 domain containing protein.									AK061530 (DDBJ, Best hit), AK106008 (DDBJ, Best hit), AK106142 (DDBJ, Best hit)	B9FVM3 (UniProt)			006-310-E02, 001-206-A09, 001-207-G10	
Os07t0162600-02	Os07g0162600	Alpha/beta hydrolase fold-3 domain containing protein.									AK106274 (DDBJ, Best hit), AK105789 (DDBJ, Best hit)	A3BGU3 (UniProt)			002-100-G12, 001-202-H03	
Os07t0162700-01	Os07g0162700	Alpha/beta hydrolase fold-3 domain containing protein.					OsCDAP2	Cell death associated protein 2	Biological Process: metabolic process (GO:0008152), Molecular Function: hydrolase activity (GO:0016787)	Alpha/beta hydrolase fold-3 (IPR013094)	AK110810 (DDBJ, Best hit)	Q0ZPW1 (UniProt)			002-171-F04	14744
Os07t0162900-01	Os07g0162900	Lipase, GDXG, active site domain containing protein.					OsCDAP3	Cell death associated protein 3	Biological Process: metabolic process (GO:0008152), Molecular Function: hydrolase activity (GO:0016787)	Lipase, GDXG, active site (IPR002168), Alpha/beta hydrolase fold-3 (IPR013094)	AK106266 (DDBJ, Best hit)	GeneMark			002-100-G01	14745
Os07t0163000-01	Os07g0163000	Similar to FAD linked oxidase family protein.			D-LDH	D-LACTATE DEHYDROGENASE	OsD-LDH, OsD-LDH1, D-LDH1	D-lactate dehydrogenase, D-lactate dehydrogenase 1	Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-N-acetylmuramate dehydrogenase activity (GO:0008762), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on CH-OH group of donors (GO:0016614), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)	FAD linked oxidase, N-terminal (IPR006094), FAD-binding, type 2 (IPR016166), FAD-binding, type 2, subdomain 1 (IPR016167), FAD-linked oxidase, FAD-binding, subdomain 2 (IPR016168)	AK067700 (DDBJ, Best hit)	NP_568170.1 (RefSeq)			J013118L17	22233
Os07t0163000-02	Os07g0163000	D-lactate dehydrogenase, Methylglyoxal metabolism	OsD-LDH, D-LDH, OsD-LDH-FL	D-lactate dehydrogenase	D-LDH	D-LACTATE DEHYDROGENASE	OsD-LDH, OsD-LDH1, D-LDH1	D-lactate dehydrogenase, D-lactate dehydrogenase 1	Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: catalytic activity (GO:0003824), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660), Molecular Function: FAD binding (GO:0071949)	FAD-binding, type PCMH-like superfamily (IPR036318), FAD-linked oxidase-like, C-terminal (IPR016164), Vanillyl-alcohol oxidase, C-terminal subdomain 2 (IPR016171), FAD-binding domain, PCMH-type (IPR016166), FAD linked oxidase, N-terminal (IPR006094), FAD-linked oxidase, C-terminal (IPR004113)	Inferred from literature	Inferred from literature	October 24, 2018	29259615		22233
Os07t0163000-03	Os07g0163000	D-lactate dehydrogenase (truncated), Splicing variant	OsD-LDH, D-LDH, OsD-LDH-Tr	D-lactate dehydrogenase	D-LDH	D-LACTATE DEHYDROGENASE	OsD-LDH, OsD-LDH1, D-LDH1	D-lactate dehydrogenase, D-lactate dehydrogenase 1	Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660), Molecular Function: FAD binding (GO:0071949)	FAD-binding, type PCMH-like superfamily (IPR036318), FAD-binding domain, PCMH-type (IPR016166), FAD linked oxidase, N-terminal (IPR006094)	Inferred from literature	Inferred from literature	October 24, 2018	29259615		22233
Os07t0163066-00	Os07g0163066	Hypothetical protein.									tplb0048e10 (Wheat FLcDNA)	longestORF				
Os07t0163132-00	Os07g0163132	Non-protein coding transcript.									X06284 (DDBJ)	NONE				
Os07t0163200-00	Os07g0163200	FBD domain containing protein.					OsFbox344, Os_F0183	F-box protein 344		FBD (IPR013596)	AK375692 (DDBJ)	Q8H3K2 (UniProt)				17120
Os07t0163500-01	Os07g0163500	Val-tRNA synthetase, Regulation of chloroplast ribosome biogenesis, Early chloroplast development	WP1, OsValRS2, ValRS2	WHITE PANICLE 1, Val-tRNA Synthetase 2, WHITE PANICLE1, white panicle 1	WP1	WHITE PANICLE 1	OsValRS2, ValRS2	Val-tRNA Synthetase 2, WHITE PANICLE1, white panicle 1	Biological Process: tRNA aminoacylation for protein translation (GO:0006418), Biological Process: valyl-tRNA aminoacylation (GO:0006438), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: aminoacyl-tRNA editing activity (GO:0002161), Molecular Function: aminoacyl-tRNA ligase activity (GO:0004812), Molecular Function: valine-tRNA ligase activity (GO:0004832), Molecular Function: ATP binding (GO:0005524), Cellular Component: cytoplasm (GO:0005737)	Valine-tRNA ligase (IPR002303), Rossmann-like alpha/beta/alpha sandwich fold (IPR014729), Aminoacyl-tRNA synthetase, class Ia (IPR002300), Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain (IPR009008), Aminoacyl-tRNA synthetase, class 1a, anticodon-binding (IPR009080), Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding (IPR013155), tRNA-binding arm (IPR010978), Valyl-tRNA synthetase,  tRNA-binding arm (IPR019499), Aminoacyl-tRNA synthetase, class I, conserved site (IPR001412)	Inferred from literature	B8B7K0 (indica)	April 1, 2016	26839129		20931
Os07t0163800-01	Os07g0163800	Similar to predicted protein.					OsM5, M5, OsM5a, OsUBP5-2, UBP5-2, OsUBP13, UBP13	single domain MDC protein 5, single MATH domain containing protein 5, ubiquitin-specific processing protease 5-2, Ubiquitin-specific protease 13			AK241926 (DDBJ, Best hit)	B0BLB2 (UniProt)			J075076O05	21186
Os07t0163900-00	Os07g0163900	Pentatricopeptide repeat domain containing protein.							Molecular Function: binding (GO:0005488)	Pentatricopeptide repeat (IPR002885), Tetratricopeptide-like helical (IPR011990)	BT037557 (DDBJ)	A2YIG2 (UniProt)				
Os07t0164000-01	Os07g0164000	Small RNA methyltransferase, Small RNA stabilization, Regulation of shoot development	WAF1, waf1, waf1-1, waf1-2, HEN1	WAVY LEAF 1, wavy leaf 1-1, wavy leaf 1-2, WAVY LEAF1, HUA ENHANCER 1	WAF1	WAVY LEAF 1	waf1, waf1-1, waf1-2, HEN1	wavy leaf 1-1, wavy leaf 1-2, WAVY LEAF1, HUA ENHANCER 1	Biological Process: RNA methylation (GO:0001510), Molecular Function: O-methyltransferase activity (GO:0008171), Molecular Function: RNA methyltransferase activity (GO:0008173)	3'-RNA ribose 2'-O-methyltransferase, Hen1 (IPR026610), Double-stranded RNA-binding domain (IPR014720), S-adenosyl-L-methionine-dependent methyltransferase (IPR029063)	AB583903 (Kinmaze, 5th intron is retained), AK111609	B9FVM9, Q0D8F3	July 2, 2015	20805329	J013102N10	6478
Os07t0164100-01	Os07g0164100	RPD3/HDA1-type histone deacetylase HDA704, Positive regulation of drought and salt tolerance, Control of stomatal aperture and density	HDA704	histone deacetylase 704			HDA704	histone deacetylase 704		Histone deacetylase domain superfamily (IPR037138), Ureohydrolase domain superfamily (IPR023696), Histone deacetylase family (IPR000286), Zinc finger, RanBP2-type (IPR001876), Histone deacetylase domain (IPR023801)	AK111557	Q0D8F2	September 21, 2021	34542712	J013057F02	19072
Os07t0164200-02	Os07g0164200	Similar to cDNA clone:001-026-G04, full insert sequence.								Protein of unknown function DUF3148 (IPR021495)	AK107096 (DDBJ, Best hit)	B7E3N0 (UniProt)			002-121-H07	
Os07t0164300-01	Os07g0164300	Similar to syntaxin 132.			SYP132	SYNTAXIN OF PLANTS 132	OsSYP132	Syntaxin of Plants132	Biological Process: intracellular protein transport (GO:0006886), Biological Process: vesicle-mediated transport (GO:0016192), Cellular Component: membrane (GO:0016020), Molecular Function: SNAP receptor activity (GO:0005484), Molecular Function: protein binding (GO:0005515)	Target SNARE coiled-coil domain (IPR000727), Syntaxin, N-terminal (IPR006011), Syntaxin/epimorphin, conserved site (IPR006012), t-SNARE (IPR010989)	AK099351 (DDBJ, Best hit), AK073327 (DDBJ, Best hit)	NP_001149376.1 (RefSeq)			J033030B17, J033030B18	23009
Os07t0164500-01	Os07g0164500	Similar to predicted protein.							Cellular Component: endoplasmic reticulum membrane (GO:0005789), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)	Glycosyl transferase, ALG6/ALG8 (IPR004856)	AK242864 (DDBJ, Best hit)	XP_002868773.1 (RefSeq)			J090074K15	
Os07t0164600-01	Os07g0164600	SOH1 family protein.					OsMED31a, MED31a, OsMed31_1, Med31_1	Mediator complex protein OsMED31a, Mediator 31_1	Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: mediator complex (GO:0016592), Molecular Function: RNA polymerase II transcription cofactor activity (GO:0001104)	Mediator complex, subunit Med31 (IPR008831)	AK107727 (DDBJ, Best hit)	A6N0B3 (UniProt)			002-132-F04	18697
Os07t0164700-01	Os07g0164700	Similar to Helicase-like protein [Oryza sativa (japonica cultivar-group)].									AK064383 (DDBJ, Best hit)	A3BGV9 (UniProt)			002-108-E03	
Os07t0164700-02	Os07g0164700	Similar to Helicase-like protein [Oryza sativa (japonica cultivar-group)].									AK069302 (DDBJ, Best hit)	A3BGV9 (UniProt)			J023018E23	
Os07t0164800-01	Os07g0164800	Conserved hypothetical protein.									AK070973 (DDBJ, Best hit)	B8B7K7 (UniProt)			J023072F12	
Os07t0164900-01	Os07g0164900	Similar to ABA aldehyde oxidase.					OsAAO, AAO1, OsAAO1	ABA Aldehyde Oxidase	Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491)	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding (IPR008274)	AK122123 (DDBJ, Best hit)	E5L4Q7 (UniProt)			J033131J21	13228
Os07t0165000-01	Os07g0165000	Similar to Prolyl-tRNA synthetase.							Biological Process: tRNA aminoacylation for protein translation (GO:0006418), Biological Process: prolyl-tRNA aminoacylation (GO:0006433), Cellular Component: cytoplasm (GO:0005737), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: aminoacyl-tRNA ligase activity (GO:0004812), Molecular Function: proline-tRNA ligase activity (GO:0004827), Molecular Function: ATP binding (GO:0005524)	Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S),  conserved domain (IPR002314), Anticodon-binding (IPR004154), Prolyl-tRNA synthetase, class IIa, archaeal-type (IPR004499), Aminoacyl-tRNA synthetase, class II (IPR006195), Prolyl-tRNA synthetase, class II, C-terminal (IPR016061), Prolyl-tRNA synthetase, class II (IPR017449)	AK106594 (DDBJ, Best hit)	NP_001149927.1 (RefSeq)			002-111-H09	
Os07t0165100-01	Os07g0165100	Similar to predicted protein.							Molecular Function: protein binding (GO:0005515)	C2 calcium-dependent membrane targeting (IPR000008), C2 calcium/lipid-binding domain, CaLB (IPR008973), Phosphoribosyltransferase C-terminal (IPR013583), C2 membrane targeting protein (IPR018029)	AK288413 (DDBJ, Best hit)	NP_197299.1 (RefSeq)			J090031A14	
Os07t0165200-01	Os07g0165200	Ankyrin domain containing protein.					OsSTA189		Molecular Function: protein binding (GO:0005515)	Regulator of chromosome condensation, RCC1 (IPR000408), Ankyrin repeat (IPR002110), Regulator of chromosome condensation/beta-lactamase-inhibitor protein II (IPR009091), Ankyrin repeat-containing domain (IPR020683)	AK120764 (DDBJ, Best hit)	Q2HVL8 (UniProt)			J023007H22	19469
Os07t0165300-00	Os07g0165300	Hypothetical conserved gene.									CT836083 (DDBJ, Best hit)	Q7F0Q0 (UniProt)				
Os07t0165650-01	Os07g0165650	Hypothetical gene.									AK287553 (DDBJ, Best hit)	GeneMark			J065018O20	
Os07t0165700-01	Os07g0165700	Conserved hypothetical protein.									AK106262 (DDBJ, Best hit)	B8B7L2 (UniProt)			002-100-F08	
Os07t0165900-00	Os07g0165900	Plastocyanin-like domain containing protein.			UCL21	UCLACYANIN-LIKE PROTEIN 21	OsUCL21	uclacyanin-like protein 21	Molecular Function: copper ion binding (GO:0005507), Molecular Function: electron carrier activity (GO:0009055)	Plastocyanin-like (IPR003245), Cupredoxin (IPR008972)	EU952035 (DDBJ)	Q7F0P9 (UniProt)				9770
Os07t0166100-01	Os07g0166100	Membrane attack complex component/perforin/complement C9 family protein.								Membrane attack complex component/perforin (MACPF) domain (IPR020864)	AK069169 (DDBJ, Best hit)	Q1SKW8 (UniProt)			J023008O18	
Os07t0166300-00	Os07g0166300	Hypothetical protein.									ab initio prediction	NONE				
Os07t0166500-00	Os07g0166500	Similar to OSJNba0093F12.13 protein.									ab initio prediction	Q7XNU5 (UniProt)				
Os07t0166600-01	Os07g0166600	Conserved hypothetical protein.						Sm gene, Sm family protein			AK109573 (DDBJ, Best hit)	B9FVP0 (UniProt)			002-132-F03	15652
Os07t0166700-01	Os07g0166700	Similar to Transmembrane protein kinase.							Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)	Protein kinase, catalytic domain (IPR000719), Serine-threonine/tyrosine-protein kinase (IPR001245), Serine/threonine-protein kinase, catalytic  domain (IPR002290), Protein kinase-like domain (IPR011009), Tyrosine-protein kinase, catalytic domain (IPR020635)	AK242686 (DDBJ, Best hit)	Q7XBA0 (UniProt)			J090033M17	
